tweet,label,clean_text,label_encoded
Sema una unafiki fulani wa kisenge sanaunachifichaga kwenye kivuli cha utani ila ipo siku itakukosti,negative,sema una unafiki fulani wa kisenge sanaunachifichaga kwenye kivuli cha utani ila ipo siku itakukosti,0
Baada ya kufanyiwa Treatment ya kwanza ndio yanatoka hapo yanaenda viwandani kwa treatment nyingine km Chemical teatment Na pia hayohayo yaliofanyiwa biological treatment yanaing,neutral,baada ya kufanyiwa treatment ya kwanza ndio yanatoka hapo yanaenda viwandani kwa treatment nyingine km chemical teatment na pia hayohayo yaliofanyiwa biological treatment yanaing,1
Utamu wa raha ni kujipa mwenyewe na huku ukijiachia kwa raha zako kupitia wakati huu mpaka saa,positive,utamu wa raha ni kujipa mwenyewe na huku ukijiachia kwa raha zako kupitia wakati huu mpaka saa,2
Utabiri wa Hali ya Hewa wa saa 24 zijazo kuanzia saa 3 usiku wa leo tarehe 28012019,positive,utabiri wa hali ya hewa wa saa zijazo kuanzia saa usiku wa leo tarehe,2
IKULUChamwino Taarifa ya IKULU Rais Samia Suluhu Hassan ameelekeza Kupunguzwa Kwa Tozo Zinazotozwa na Taasisi Mbalimbal,neutral,ikuluchamwino taarifa ya ikulu rais samia suluhu hassan ameelekeza kupunguzwa kwa tozo zinazotozwa na taasisi mbalimbal,1
Sisi MCL tunajivunia kuwa mstari wa mbele kuwawezesha waandishi wetu wa habari na ujuzi wa karne ya 21 Tumeanza mafunz,positive,sisi mcl tunajivunia kuwa mstari wa mbele kuwawezesha waandishi wetu wa habari na ujuzi wa karne ya tumeanza mafunz,2
Ni kweli You areca beautiful Woman sijui Girl hongera,positive,ni kweli you areca beautiful woman sijui girl hongera,2
AbdallahKwa Mwanza tunapatikana Mtaa wa Rwagasore karibu na Midrand Hotelnamba ya muwakilishi wetu ni 0779751325 Pia tunapatikana Mtaa wa uhuru Dampo namba ya muwakilishi wetu ni 0772552318 Na uwanja wa Nyamagana mwakilishi wetu anapatikana k,positive,abdallahkwa mwanza tunapatikana mtaa wa rwagasore karibu na midrand hotelnamba ya muwakilishi wetu ni pia tunapatikana mtaa wa uhuru dampo namba ya muwakilishi wetu ni na uwanja wa nyamagana mwakilishi wetu anapatikana k,2
Kinga ni kinga ya maisha ya familia yako wazazi au uwapendao endapo utapata janga la kifo au kwa baadhi ya bidhaa za bima h,positive,kinga ni kinga ya maisha ya familia yako wazazi au uwapendao endapo utapata janga la kifo au kwa baadhi ya bidhaa za bima h,2
China imetuma timu ya Watu wakiwemo Madaktari kwenda Korea Kaskazini kwa lengo la kutoa ushauri kuhusu afya ya Kim Jong Un,neutral,china imetuma timu ya watu wakiwemo madaktari kwenda korea kaskazini kwa lengo la kutoa ushauri kuhusu afya ya kim jong un,1
Waziri wa Afya Maendeleo ya Jamii Jinsia Wazee na Watoto Mhe akizindua maadhimisho ya wiki ya unyonyeshaji Dunian,neutral,waziri wa afya maendeleo ya jamii jinsia wazee na watoto mhe akizindua maadhimisho ya wiki ya unyonyeshaji dunian,1
Hii sio ya kukosa mtu wangu Zimebaki siku 2 mtu mmoja achomoke na ndinga mpya aina ya Renault KWID Umeshatupia mkeka wako Weka pesa kuanzia JERO kwa Tigo Pesa kisha bofya kubet uingie kwenye droo,neutral,hii sio ya kukosa mtu wangu zimebaki siku mtu mmoja achomoke na ndinga mpya aina ya renault kwid umeshatupia mkeka wako weka pesa kuanzia jero kwa tigo pesa kisha bofya kubet uingie kwenye droo,1
Au sio kaka MAINA maisha ni mapambano uuuuuuiii pang pang pa,neutral,au sio kaka maina maisha ni mapambano uuuuuuiii pang pang pa,1
Kukata Tamaa Ni Mwiko Kanji Tunamdai Hela Nyingi Sana Cha Leo Hichi  Games 5 Odds 10 Stake,neutral,kukata tamaa ni mwiko kanji tunamdai hela nyingi sana cha leo hichi games odds stake,1
Mazingira ni Afya mazingira ni uhai unapokuwa kwenye mazingira mazuri uzee uchelewa   Tuko Mbagala,positive,mazingira ni afya mazingira ni uhai unapokuwa kwenye mazingira mazuri uzee uchelewa tuko mbagala,2
Hii dunia ya ushindani sahivihadi Kanyewest anatoa hela ya promosio dunia ya wahenga hii,neutral,hii dunia ya ushindani sahivihadi kanyewest anatoa hela ya promosio dunia ya wahenga hii,1
Kuna wakati unahitaji mtu wa kuketi nae chini akuambie usihofu jitahidi unafanya vizuri tunaona juhudi zako na tunatarajia ut,positive,kuna wakati unahitaji mtu wa kuketi nae chini akuambie usihofu jitahidi unafanya vizuri tunaona juhudi zako na tunatarajia ut,2
Siku Hizi Mtu akiwa na Followers instagram na umaarufu kidogo Hata akinunua Saa mpya Anaweza kuita press conference na waandishi wa habari wanaenda eti,neutral,siku hizi mtu akiwa na followers instagram na umaarufu kidogo hata akinunua saa mpya anaweza kuita press conference na waandishi wa habari wanaenda eti,1
Mwenye kiburi hutaka makuu hata kama anakosea kitu si rahisi kukubaliana na uhalisia,neutral,mwenye kiburi hutaka makuu hata kama anakosea kitu si rahisi kukubaliana na uhalisia,1
Habari yako Limba Tunaomba usikate tamaa kwakuwa hiyo ni bahati nasibu na mtu yoyote anaweza kushinda hata yule alianza kucheza leo Hivyo basi tunakushauri endelea kucheza nasi yaweza kuwa wiki hii ikawa bahati yako LM,neutral,habari yako limba tunaomba usikate tamaa kwakuwa hiyo ni bahati nasibu na mtu yoyote anaweza kushinda hata yule alianza kucheza leo hivyo basi tunakushauri endelea kucheza nasi yaweza kuwa wiki hii ikawa bahati yako lm,1
Hapo ambapo mnapataja temeke isolation kwa ajili ya wagojwa wa corona unasema hakujajaaa how come wagojwa wawe 19 Basi natakwimu za tetesi za wagojwa zitolewe,negative,hapo ambapo mnapataja temeke isolation kwa ajili ya wagojwa wa corona unasema hakujajaaa how come wagojwa wawe basi natakwimu za tetesi za wagojwa zitolewe,0
Aussems Aeleza Hatma Ya Bocco Kwenye Penati Huku Simba Ikitua Lubumbashi Bofya kusoma zaidi,neutral,aussems aeleza hatma ya bocco kwenye penati huku simba ikitua lubumbashi bofya kusoma zaidi,1
Meko ni tapeli na MWIZI una kazi ya kujitapa hapa tuna hela sijui nini 6bn zinakutoa jasho mxxxx Lipa hela ya wakulima,negative,meko ni tapeli na mwizi una kazi ya kujitapa hapa tuna hela sijui nini bn zinakutoa jasho mxxxx lipa hela ya wakulima,0
Ahsante kwa kutembelea ukurasa wetu wa mitandao ya kijamii hakika tutazidi kukupa kile unachohitaji AhsanteOE,positive,ahsante kwa kutembelea ukurasa wetu wa mitandao ya kijamii hakika tutazidi kukupa kile unachohitaji ahsanteoe,2
The land of Kilimanjaro and Zanzibar,neutral,the land of kilimanjaro and zanzibar,1
Mkurugenzi Mtendaji wa Benki ya Equity T Robert Kiboti akitoa huduma kwa mmoja wa wateja waliofika kwa ajili ya kupata,neutral,mkurugenzi mtendaji wa benki ya equity t robert kiboti akitoa huduma kwa mmoja wa wateja waliofika kwa ajili ya kupata,1
Happy Birthday Bro Mungu Azidi Kukubariki Kila Iitwapo Leo,positive,happy birthday bro mungu azidi kukubariki kila iitwapo leo,2
Eti shule zinafelisha Iv ni wanafunzi ndoo tatzo ama shule Shule nini Na kwanini shule zingne wanafunzi wanafaulu,neutral,eti shule zinafelisha iv ni wanafunzi ndoo tatzo ama shule shule nini na kwanini shule zingne wanafunzi wanafaulu,1
Don tunaomba ufahamu kuwa muunganiko huu hautaathiri taratibu za kutoa hudumakwani utaendelea kupata huduma zetu bora kama kawaida bila usumbufu wowote Ahsante,neutral,don tunaomba ufahamu kuwa muunganiko huu hautaathiri taratibu za kutoa hudumakwani utaendelea kupata huduma zetu bora kama kawaida bila usumbufu wowote ahsante,1
Ktk makosa 3 ya kutoa nyaraka za uongo mshitakiwa atatumikia kifungo cha miaka 5 jela kwa kila kosa Makosa 14 ya kujipatia fedha kwa njia ya udanganyifu ni miaka 6 jela kwa kila kosa Hakimu alisema adhabu hizo zitaenda kwa,negative,ktk makosa ya kutoa nyaraka za uongo mshitakiwa atatumikia kifungo cha miaka jela kwa kila kosa makosa ya kujipatia fedha kwa njia ya udanganyifu ni miaka jela kwa kila kosa hakimu alisema adhabu hizo zitaenda kwa,0
PICHA Mbunge wa Kilombero Peter Lijualikali akitoka leo katika gereza la Ukonga baada ya Mahakama Kuu kufuta hukumu,neutral,picha mbunge wa kilombero peter lijualikali akitoka leo katika gereza la ukonga baada ya mahakama kuu kufuta hukumu,1
Wolves watalinda ushindi wa goli 40 na kufuzu hatua inayofuata Europa League Bet kwa Odds kali ulipwe Papo Hapo Bet,neutral,wolves watalinda ushindi wa goli na kufuzu hatua inayofuata europa league bet kwa odds kali ulipwe papo hapo bet,1
Nchi 120 zinaunga mkono mkataba wa Roma na mahakama ya kimataifa ya uhalifu  Mwaka huu ni miaka 20 tangu kuridhiwa kwa Fahamu zaidi kazi za,positive,nchi zinaunga mkono mkataba wa roma na mahakama ya kimataifa ya uhalifu mwaka huu ni miaka tangu kuridhiwa kwa fahamu zaidi kazi za,2
Aisee bro life ni gumu sanaa kitaaa unaweza fikiria mambo yasiyofikirika yani acha tuombe mungu labda barak,negative,aisee bro life ni gumu sanaa kitaaa unaweza fikiria mambo yasiyofikirika yani acha tuombe mungu labda barak,0
Pole kwa tatizotunaomba namba yako DM kwa msaada zaidi,neutral,pole kwa tatizotunaomba namba yako dm kwa msaada zaidi,1
Ikiwa hawa wengine wenye magonjwa haya adimu wameweza kufanikiwa na kujitengenezea umaarufu kwa nini isiwe hivyo kwa,positive,ikiwa hawa wengine wenye magonjwa haya adimu wameweza kufanikiwa na kujitengenezea umaarufu kwa nini isiwe hivyo kwa,2
Endelea kuzihesabu zinaweza kuwa chache au zaidi ya hapoTL,neutral,endelea kuzihesabu zinaweza kuwa chache au zaidi ya hapotl,1
Mwigulu nchemba waziri wa Fedha anasema kuwahakikishia watanzania wote kuwa gawio hili tutalitumia kuwaletea maendeleo,positive,mwigulu nchemba waziri wa fedha anasema kuwahakikishia watanzania wote kuwa gawio hili tutalitumia kuwaletea maendeleo,2
unavyoweza kujiunga kulingana na matumizi yako na thamani ya pesa yako tafadhali tufahamishe ikiwa una suala lolote kuhusu huduma zetu,neutral,unavyoweza kujiunga kulingana na matumizi yako na thamani ya pesa yako tafadhali tufahamishe ikiwa una suala lolote kuhusu huduma zetu,1
Habari Mandela tunaomba ufike dukani kwetu kwa msaada zaidi,positive,habari mandela tunaomba ufike dukani kwetu kwa msaada zaidi,2
Ahsante kwa kuwasiliana nasi Pole sana kwa changamoto uliyoipata Tunapenda kukufahamisha kuwa wateja wote walipewa MB 300 kama pole lakini pia tuliweza kuwarudishia vifurushi vyao walivyojiunga na kushindwa kuvitumia kwa siku husika kama,neutral,ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tunapenda kukufahamisha kuwa wateja wote walipewa mb kama pole lakini pia tuliweza kuwarudishia vifurushi vyao walivyojiunga na kushindwa kuvitumia kwa siku husika kama,1
Simba wa Bidhaa zinazodumu Na imara Ndiyo Jina sahihi Kwetu  Sisi Ni wauzaji Wa Dustbin Kwa mahitaji ya Nyumbani  m,neutral,simba wa bidhaa zinazodumu na imara ndiyo jina sahihi kwetu sisi ni wauzaji wa dustbin kwa mahitaji ya nyumbani m,1
Ni muda muafaka sasa wa kutofautisha jengo la shule na elimu kama elimu inaweza kutolewa chini ya mwembe basi inaweza ku,neutral,ni muda muafaka sasa wa kutofautisha jengo la shule na elimu kama elimu inaweza kutolewa chini ya mwembe basi inaweza ku,1
Habaritunaomba radhi kwa usumbufu wowote uliojitokezatunakuomba utupatie namba zako za simu DM tafadhali hm,positive,habaritunaomba radhi kwa usumbufu wowote uliojitokezatunakuomba utupatie namba zako za simu dm tafadhali hm,2
Niwatu wenye maendeleo mtandaoni ila ukija na uhalisia wao ni zero,positive,niwatu wenye maendeleo mtandaoni ila ukija na uhalisia wao ni zero,2
TTCL Makao Makuu yazindua eneo jipya la Mapokezi Ni Reception Bab kubwa Wateja kuendelea kupewa kipaumbele katika mi,positive,ttcl makao makuu yazindua eneo jipya la mapokezi ni reception bab kubwa wateja kuendelea kupewa kipaumbele katika mi,2
Ndio Tunaweza kujihisi tuna umuhimu sana katika maisha ya watu tukaamini bila sisi mambo yao hayawezi kwenda Tunajawa na,neutral,ndio tunaweza kujihisi tuna umuhimu sana katika maisha ya watu tukaamini bila sisi mambo yao hayawezi kwenda tunajawa na,1
Tumekazana na uchimbaji tu tunasheherekea tunapochimba Vito vikubwa lakini je kwa upande wa mazingira tumewekaje Tunaimali,neutral,tumekazana na uchimbaji tu tunasheherekea tunapochimba vito vikubwa lakini je kwa upande wa mazingira tumewekaje tunaimali,1
Habari Asante sana kwa mrejesho wako tutaufanyia kazi Asante,negative,habari asante sana kwa mrejesho wako tutaufanyia kazi asante,0
Fahamu sababu hatarishi za saratani ya matiti,neutral,fahamu sababu hatarishi za saratani ya matiti,1
Uonevu wa kimtandao na uvujishwaji wa pichavideo za utupu ni sehemu ya kutengeneza kovu kwenye afya ya akili,negative,uonevu wa kimtandao na uvujishwaji wa pichavideo za utupu ni sehemu ya kutengeneza kovu kwenye afya ya akili,0
Uhuru MichezoKikosi cha Timu ya Taifa ya Soka la ufukweni kilichotangazwa leo kujiandaa na Fainali za Africa zitakazofanyika nchini Misri mwezi Disemba mwaka huu 2018,neutral,uhuru michezokikosi cha timu ya taifa ya soka la ufukweni kilichotangazwa leo kujiandaa na fainali za africa zitakazofanyika nchini misri mwezi disemba mwaka huu,1
Uhuru Michezo Klabu ingependa kumshukuru Jose kwa kazi yake kipindi ambacho amekuwepo Manchester United na inamtakia kila la heri siku za usoni  Manchester United,neutral,uhuru michezo klabu ingependa kumshukuru jose kwa kazi yake kipindi ambacho amekuwepo manchester united na inamtakia kila la heri siku za usoni manchester united,1
Kuwa na magari zaidi ya manne parking na nyumba ya ghorofa moja na watoto wanasoma chuo nje,neutral,kuwa na magari zaidi ya manne parking na nyumba ya ghorofa moja na watoto wanasoma chuo nje,1
Weekend hii bata linaliwa Arusha na wanetu wanahakikisha tunashea ndinga mpaka chugakama una gari na unataka raia wakwenda nao ingia ujiandikishe,neutral,weekend hii bata linaliwa arusha na wanetu wanahakikisha tunashea ndinga mpaka chugakama una gari na unataka raia wakwenda nao ingia ujiandikishe,1
WAKANDARASI WA UMEME VIJIJINI WAAGIZWA KUMALIZA KAZI DISEMBA 31 Waziri wa Nishati Dkt Medard Kalemani ameagiza kuwa wakandarasi wa umeme vijijini wenye mikataba wahakikishe kuwa wanamaliza kazi za,neutral,wakandarasi wa umeme vijijini waagizwa kumaliza kazi disemba waziri wa nishati dkt medard kalemani ameagiza kuwa wakandarasi wa umeme vijijini wenye mikataba wahakikishe kuwa wanamaliza kazi za,1
Wachezaji wengi hawapendi mahojiano inatokea tu na mazingira ya soka la Tanzania ndiyo maana wachezaji wengi hawawezi kufa,neutral,wachezaji wengi hawapendi mahojiano inatokea tu na mazingira ya soka la tanzania ndiyo maana wachezaji wengi hawawezi kufa,1
Tafadhali piga 14700 au 14800 chagua saizi siku wikimwezi au Halichachi kupata vifurushi vyetu vilivyoboreshwa zaidi kwa sasa,neutral,tafadhali piga au chagua saizi siku wikimwezi au halichachi kupata vifurushi vyetu vilivyoboreshwa zaidi kwa sasa,1
Furaha amani na faraja ni nguzo muhimu katika maendelo ya jamii yetu kwa kulitambua hilo wapo pamoja na wanaj,positive,furaha amani na faraja ni nguzo muhimu katika maendelo ya jamii yetu kwa kulitambua hilo wapo pamoja na wanaj,2
Tukifika mahali wana wakishindwa kutoa mawazo huru ndani ya chamawatatoa mawazo hayo nje ya chama  Kinan,neutral,tukifika mahali wana wakishindwa kutoa mawazo huru ndani ya chamawatatoa mawazo hayo nje ya chama kinan,1
Itakayokupendeza Basi usisite kuwasiliana nasi kwa Namba 0682793777 Kindly,neutral,itakayokupendeza basi usisite kuwasiliana nasi kwa namba kindly,1
Nikikuta Daktari anamtosa ada ya Matibabu mzee ntalala nae mbele,neutral,nikikuta daktari anamtosa ada ya matibabu mzee ntalala nae mbele,1
MubarakMohamed tunashukuru kwa ushauri na endelea kuwa nasi,positive,mubarakmohamed tunashukuru kwa ushauri na endelea kuwa nasi,2
Maadhimisho ya siku ya maadili na haki za binadamuSerikali haitomvumilia kiongozi yeyote atakayekiuka misingi hiyo katika utendaji wakeSoma Zaidi gtgt,positive,maadhimisho ya siku ya maadili na haki za binadamuserikali haitomvumilia kiongozi yeyote atakayekiuka misingi hiyo katika utendaji wakesoma zaidi gtgt,2
Suala la Maiti kutozwa fedha lililoibuliwa Bungeni na Mhe Mbunge wa Mbeya mjini Chadema jana Februari 1,negative,suala la maiti kutozwa fedha lililoibuliwa bungeni na mhe mbunge wa mbeya mjini chadema jana februari,0
Kuna mwamba humu ndani yuko nondo balaa kwenye mambo ya anaitwa ukipata wasaha em pitia page yake maa,positive,kuna mwamba humu ndani yuko nondo balaa kwenye mambo ya anaitwa ukipata wasaha em pitia page yake maa,2
Je wajua Asali haiharibiki haichachi unaweza kula asali iliyo kaa miaka zaidi ya 3000 Chukua Hiyo kama hukua unajua,neutral,je wajua asali haiharibiki haichachi unaweza kula asali iliyo kaa miaka zaidi ya chukua hiyo kama hukua unajua,1
Nalipa afu Namwambia konda chenchi mrudishie yule Dada ili tukishuka tu Mada inaanza vp chechi alikurudishia lkn afu maxungumzo yanaendelea Tuna Rematch,neutral,nalipa afu namwambia konda chenchi mrudishie yule dada ili tukishuka tu mada inaanza vp chechi alikurudishia lkn afu maxungumzo yanaendelea tuna rematch,1
Asante kwa Maoni mteja wetu tumeyapokea,positive,asante kwa maoni mteja wetu tumeyapokea,2
Habari Alawi Asante kwa kutuandikia katika ukurasa wetu na pole kwa changamoto hiyo tafadhali tuandikie namba ya kadi kwa msaadaBahati,neutral,habari alawi asante kwa kutuandikia katika ukurasa wetu na pole kwa changamoto hiyo tafadhali tuandikie namba ya kadi kwa msaadabahati,1
Leo Januari 03 2020 Makamu Mwenyekiti wa Kanda ya Pwani Mhe akiaga mwili wa Bi Verdiana Mu,negative,leo januari makamu mwenyekiti wa kanda ya pwani mhe akiaga mwili wa bi verdiana mu,0
Tafadhali tupatie akaunti namba yako majina kiasi ambacho ulikatwa kwenye kisanduku cha ujumbe Inbox kwa msaada zaidi CM,positive,tafadhali tupatie akaunti namba yako majina kiasi ambacho ulikatwa kwenye kisanduku cha ujumbe inbox kwa msaada zaidi cm,2
QR code ni namba za kufanya malipo kwa kutumia simu aina ya smartAndroidFJ,neutral,qr code ni namba za kufanya malipo kwa kutumia simu aina ya smartandroidfj,1
Convo ya 2019 nimezungumza na Manzi anasema uliscreenshot kwenye simu yake kipindi nilishamalizana naye mnada,neutral,convo ya nimezungumza na manzi anasema uliscreenshot kwenye simu yake kipindi nilishamalizana naye mnada,1
Rafiki Fanya wema bila kuchoka mshahara wa Mungu hauna tarehe atakulipa kwa wakati wake Inshallah,positive,rafiki fanya wema bila kuchoka mshahara wa mungu hauna tarehe atakulipa kwa wakati wake inshallah,2
Habari Ahsante kuwasiliana nasi Pole kwa tatizo lililokukuta Tunapenda kikufahamisha kuwa vifurushi vyetu vya internet vimegawanywa kwa GB za mchana na usiku Mfano 10GB 3GB mchana na 7GB usiku na pia kifurushi kinaisha kutokana na ma,neutral,habari ahsante kuwasiliana nasi pole kwa tatizo lililokukuta tunapenda kikufahamisha kuwa vifurushi vyetu vya internet vimegawanywa kwa gb za mchana na usiku mfano gb gb mchana na gb usiku na pia kifurushi kinaisha kutokana na ma,1
Tunaendelea kukumbushana hiyo Alphard kwenye video ndo hii hapa kabla ya matengenezo kazi wamefanya hawa htt,neutral,tunaendelea kukumbushana hiyo alphard kwenye video ndo hii hapa kabla ya matengenezo kazi wamefanya hawa htt,1
Zaidi ya asilimia 60 ya chakula kinachozalishwa Tanzania kinatoka nyanda za juu Kusini SAGGOT,neutral,zaidi ya asilimia ya chakula kinachozalishwa tanzania kinatoka nyanda za juu kusini saggot,1
Habariasante kwa kutuandikiatawi la NMB Mlimani city litakuwa wazi mpaka saa kumi jionihm,positive,habariasante kwa kutuandikiatawi la nmb mlimani city litakuwa wazi mpaka saa kumi jionihm,2
GULAMALI SMA A inabeba laini 2 inatakiwa kuweka line 1 Zantel na line nyengine uipendayo Tafadhali Jitahidi uwe na line ya Zantel ili upate 12GB za bure kwa mwaka mzima,positive,gulamali sma a inabeba laini inatakiwa kuweka line zantel na line nyengine uipendayo tafadhali jitahidi uwe na line ya zantel ili upate gb za bure kwa mwaka mzima,2
KIMATAIFA Wachunguzi wa ajali za ndege wa nchini Ufaransa wamesema wanaendelea kufanyia kazi uchunguzi wa kisanduki cheusi Black Boxes cha ndege iliyopata ajali wiki iliyopita ya,neutral,kimataifa wachunguzi wa ajali za ndege wa nchini ufaransa wamesema wanaendelea kufanyia kazi uchunguzi wa kisanduki cheusi black boxes cha ndege iliyopata ajali wiki iliyopita ya,1
Je inaweza kuwa Desturi Nzuri katika Jamii yetu Kila mzazi Kuandika historia ya Maisha yake katika kitabu ili kizazi chake kupitia mgongo wake wapate kujifunza mengi kupitia yeye Kama ikifanikiwa hilo basi yatupasa tutengeneze Hadithi Nzuri,neutral,je inaweza kuwa desturi nzuri katika jamii yetu kila mzazi kuandika historia ya maisha yake katika kitabu ili kizazi chake kupitia mgongo wake wapate kujifunza mengi kupitia yeye kama ikifanikiwa hilo basi yatupasa tutengeneze hadithi nzuri,1
naomba mtoe kauli ya kuzikataa hela za Meko Hawezi akatutesa hivi halafu anakuja msibani kujifanya an,negative,naomba mtoe kauli ya kuzikataa hela za meko hawezi akatutesa hivi halafu anakuja msibani kujifanya an,0
Muwe mnafunga milango ya store haya house girl kapita na bia ya baba  Furahini Day,neutral,muwe mnafunga milango ya store haya house girl kapita na bia ya baba furahini day,1
Bashiru aonya wanaolumbana CCM gt,neutral,bashiru aonya wanaolumbana ccm gt,1
Kwa muda mrefu sana wazazi wenye watoto wenye magonjwa adimu wamelazimika kuvumilia mateso ya watoto wao na kuishi na,negative,kwa muda mrefu sana wazazi wenye watoto wenye magonjwa adimu wamelazimika kuvumilia mateso ya watoto wao na kuishi na,0
Jackson Stephen Mdima Ahsante sana kwa kuwasiliana nasi endelea kufurahia huduma zetu,neutral,jackson stephen mdima ahsante sana kwa kuwasiliana nasi endelea kufurahia huduma zetu,1
Ebana eeh walimu wamefunguka,neutral,ebana eeh walimu wamefunguka,1
Je wajua Binadamu huzaliwa na mifupa 300 lakini anavyokua mtu mzima mifupa hiyo hupungua na kifikia mifupa 206 kutoka,neutral,je wajua binadamu huzaliwa na mifupa lakini anavyokua mtu mzima mifupa hiyo hupungua na kifikia mifupa kutoka,1
Maamuzi Magumu ni kumhonga girlfriend wako laki 3 ya kununua wigi wakati Baba yako aliomba 10000 ya LUKU nyumbani kwen,negative,maamuzi magumu ni kumhonga girlfriend wako laki ya kununua wigi wakati baba yako aliomba ya luku nyumbani kwen,0
Jumuiya ya Wabunge Wanawake wa Bunge la Jamhuri ya Muungano wa Tanzania mapema jana katika harambee walioanzisha ya kumkomboa mtoto wa kike kupata stara kwa kuchangisha ujenzi wa,positive,jumuiya ya wabunge wanawake wa bunge la jamhuri ya muungano wa tanzania mapema jana katika harambee walioanzisha ya kumkomboa mtoto wa kike kupata stara kwa kuchangisha ujenzi wa,2
Mnajua nyie wasichana Tatizo sio vijana wanakosa nguvu za kiume tatizo ni wasichana mnapita kweny mik,negative,mnajua nyie wasichana tatizo sio vijana wanakosa nguvu za kiume tatizo ni wasichana mnapita kweny mik,0
Waliotakiwa kushtakiwa kwa ugaidi ndo wamevaa uniform zenye bendera ya taifa shameless twats,negative,waliotakiwa kushtakiwa kwa ugaidi ndo wamevaa uniform zenye bendera ya taifa shameless twats,0
Haward Bei ya SMA A ni tsh 39999 tuKwa Mbeya tunapatikana kituo cha basi cha Mwanjelwa karibu na Soko jipya pia unaweza kuwasiliana na mwakilishi wetu kwa simu namba 0777303000 atakusaidia Karibu tukuhudumie,neutral,haward bei ya sma a ni tsh tukwa mbeya tunapatikana kituo cha basi cha mwanjelwa karibu na soko jipya pia unaweza kuwasiliana na mwakilishi wetu kwa simu namba atakusaidia karibu tukuhudumie,1
Sio kwamba wanafanya ivyo kwa sababu yule mtoto ni wa kwaowewe hauna maamuzi nae,neutral,sio kwamba wanafanya ivyo kwa sababu yule mtoto ni wa kwaowewe hauna maamuzi nae,1
Takukuru Lugola na wenzake makosa yao yameangukia kwenye uhujumu uchumi  Wakati sheria ya Uhujumu Uchumi inatungwa,positive,takukuru lugola na wenzake makosa yao yameangukia kwenye uhujumu uchumi wakati sheria ya uhujumu uchumi inatungwa,2
Kukaa na kulala kiasi ni vizuri kwa afya yako vitu hivi ukivizidisha kwa kiasi kikubwa husababisha kifo cha mapema,neutral,kukaa na kulala kiasi ni vizuri kwa afya yako vitu hivi ukivizidisha kwa kiasi kikubwa husababisha kifo cha mapema,1
Tanzania imefungua rasmi ubalozi wake mjini Tel Aviv nchini Israel Waziri wa Mambo ya Nje na Uhusuani wa Afrika Mashariki Dkt Augustine Mahiga ameshiriki uzinduzi huo uliofanyika nchini Israel,positive,tanzania imefungua rasmi ubalozi wake mjini tel aviv nchini israel waziri wa mambo ya nje na uhusuani wa afrika mashariki dkt augustine mahiga ameshiriki uzinduzi huo uliofanyika nchini israel,2
okay tunakutakia siku njema tigo live itlove it,positive,okay tunakutakia siku njema tigo live itlove it,2
Siku kabla haijaisha nikapata order ya package ya Abaya Color Maroon Size 56 Package kwa rafiki ake mteja wangu wa humu,neutral,siku kabla haijaisha nikapata order ya package ya abaya color maroon size package kwa rafiki ake mteja wangu wa humu,1
Kuna sehemu umenifurahisha sanaaiseeh kuna magodoro unaeza lala na ataticha acjue km kuna mtunilikuwa naamka saa 2na patron akipitisha patro anioni mpk wakawa wanasema vp unadawa nn,positive,kuna sehemu umenifurahisha sanaaiseeh kuna magodoro unaeza lala na ataticha acjue km kuna mtunilikuwa naamka saa na patron akipitisha patro anioni mpk wakawa wanasema vp unadawa nn,2
Na kwenye Michezo Magazeti yameandika Hivikatika Habari Kuu,neutral,na kwenye michezo magazeti yameandika hivikatika habari kuu,1
VIDEO Mkuu wa mkoa wa Dar Paul Makonda namna wawawake wajane wanavyanyashwa na baada ya kufiwa na waume zaogtgtgt,negative,video mkuu wa mkoa wa dar paul makonda namna wawawake wajane wanavyanyashwa na baada ya kufiwa na waume zaogtgtgt,0
Binafsi namshukuru sana Mungu kwa kunifanya ni jumuike na miongoni mwa wanawake wachapakazi wa benk ya NMB tawi la C,positive,binafsi namshukuru sana mungu kwa kunifanya ni jumuike na miongoni mwa wanawake wachapakazi wa benk ya nmb tawi la c,2
Yuko RUMANDE miaka 2 bila ya uchunguzi kukamilika na lazim apewe RUKHSA kuleta maombi mahakamani awe HURU Bora uwe MFUNG,negative,yuko rumande miaka bila ya uchunguzi kukamilika na lazim apewe rukhsa kuleta maombi mahakamani awe huru bora uwe mfung,0
UMUHIMU WA TAARIFA ZA HALI YA HEWA KATIKA SEKTA YA UTALII,neutral,umuhimu wa taarifa za hali ya hewa katika sekta ya utalii,1
Dawa ya MITUSI huu utaratibu ukiletwa hapa TL unadhani nani atakuwa muhanga,neutral,dawa ya mitusi huu utaratibu ukiletwa hapa tl unadhani nani atakuwa muhanga,1
Kuna maneno gani ushawahi kuyasikia kuhusu mwenge wa uhuru na ujawahi kuamin mpk ss MimiHuo mwenge kuuzima mpk uende mlima kilimanjaro,neutral,kuna maneno gani ushawahi kuyasikia kuhusu mwenge wa uhuru na ujawahi kuamin mpk ss mimihuo mwenge kuuzima mpk uende mlima kilimanjaro,1
Hakuna kitu ambayo ilikuwa anakaa kichwani haraka kama Cheat Mara daaah,neutral,hakuna kitu ambayo ilikuwa anakaa kichwani haraka kama cheat mara daaah,1
